,publisher_name,publisher_id
7159,Word Aflame Press,7159
7160,Bantam Doubleday Dell Publishing Group Inc,7160
7161,Ashgrove Publishing,7161
7162,Hawkmoon Publications,7162
7163,Castle Communications,7163
7164,Pyramid,7164
7165,Proteus Pub Co,7165
7166,"Harcourt, Brace, Jovanovich",7166
7167,Sepia,7167
7168,Mac Publishing,7168
7169,Gage Pub,7169
7170,Plain View Pr,7170
7171,Quest International,7171
7172,IMPACT,7172
7173,Burns &amp; MacEachern,7173
7174,Association for the Preservation of Virg,7174
7175,Pretendgeniuspress,7175
7176,"Barbour and Company, Inc.",7176
7177,"Barbour Books, Inc.",7177
7178,Capstone Publishing,7178
7179,Living Sacrifice Book Co,7179
7180,Bramble Books,7180
7181,Vanderbilt Univ Pr,7181
7182,Earth Nation Pub,7182
7183,Island Pacific Northwest,7183
7184,Deep Forest Press,7184
7185,Associated Pub Group,7185
7186,American Heritage Press,7186
7187,Cune,7187
7188,Christian Herald Books,7188
7189,TMW Press,7189
7190,Prion Books Ltd,7190
7191,Pan MacMillan Publishers Australia,7191
7192,Reed Books (Nz),7192
7193,Godsfield Press,7193
7194,Time Warner Audiobooks,7194
7195,Pan MacMillan,7195
7196,"Justin, Charles and Company",7196
7197,New England Press,7197
7198,Christian Science Publishing,7198
7199,Seattle Book Co,7199
7200,Lapis Press,7200
7201,Pub Resource,7201
7202,Blue Apple Books,7202
7203,3,7203
7204,M &amp; J Publishing,7204
7205,Worth Publishers,7205
7206,Waldman House Press,7206
7207,Mid-List Press,7207
7208,Viking/Penguin Books (Nz),7208
7209,Word Association,7209
7210,"Harcourt Brace Jovanovich, Inc.",7210
7211,Amber Allen,7211
7212,Partners Village Press,7212
7213,RL Libri,7213
7214,Universal Tradewinds Pub,7214
7215,L&amp;PM Editores,7215
7216,Distributed to the book trade in the U.S. by Harper &amp; Row,7216
7217,R&amp;D Publications,7217
7218,CSF Publishing,7218
7219,Polar Bear Press,7219
7220,Gerald &amp; Marc Hoberman Collection,7220
7221,Samuel French Inc,7221
7222,Covenant Communications,7222
7223,Diamond Books,7223
7224,Thinking Dog Publishing,7224
7225,Nelson Thornes (Publishers) Ltd,7225
7226,No Media Kings,7226
7227,Battered Silicon Dispatch Box Press,7227
7228,Paper Jacks - General Publishing Co. Ltd,7228
7229,Cryptic Press (NY),7229
7230,Salvat,7230
7231,Fausto,7231
7232,Pathfinder Press (NY),7232
7233,Brand Editorial,7233
7234,Angel Entertainmenet,7234
7235,Distal USA Inc,7235
7236,D. Bateman,7236
7237,Hamish Hamilton Children's Books,7237
7238,Jonathan David Pub,7238
7239,"Healthwise, Inc",7239
7240,Pavilion,7240
7241,Hancock House Pub Ltd,7241
7242,Si-sa-yong-o-sa,7242
7243,Severn House Pub Ltd,7243
7244,Macmillan Australia,7244
7245,Mage Pub,7245
7246,Hodder Moa Beckett,7246
7247,Kerr Publishing,7247
7248,S. Paul,7248
7249,Tantrum Books,7249
7250,Culinary Secrets,7250
7251,Metapub.,7251
7252,Moment Point Pr Inc,7252
7253,Rand Mcnally,7253
7254,"Evans Book Distribution &amp; Publishers, Incorporated",7254
7255,Hobby House Press,7255
7256,Droemer-Knaur,7256
7257,Theoria,7257
7258,Henry W. Haverstock,7258
7259,Gollancz Ltd,7259
7260,Deutsch,7260
7261,Backbeat Press,7261
7262,Rio Nuevo Publishers,7262
7263,One Off Press,7263
7264,Pryor,7264
7265,"CDA Press, San Francisco",7265
7266,Granite Pub &amp; Distribution,7266
7267,Boyd &amp; Fraser Pub. Co.,7267
7268,Academic Pr,7268
7269,Pilot Books (VA),7269
7270,Pocket Star Books,7270
7271,Delacorte Press/Eleanor Friede,7271
7272,Golden Guides from St. Martin's Press,7272
7273,Gallopade International,7273
7274,Albatross Books Pty Ltd,7274
7275,Hawk Publishing Group,7275
7276,Loyolapress,7276
7277,Xerox Weekly Reader Family Books,7277
7278,Payback Publishing,7278
7279,Grossett &amp; Dunlap,7279
7280,Compute,7280
7281,Friede Publications,7281
7282,Vintage International,7282
7283,Career Track Pubns,7283
7284,Natl Academy Pr,7284
7285,Branden Books,7285
7286,Berkeley Slavic Specialties,7286
7287,Penumbra Press,7287
7288,Watson Press,7288
7289,Jones Books,7289
7290,Bancroft Press,7290
7291,New Star Books,7291
7292,Sound Library,7292
7293,Kate's Mystery Books,7293
7294,Ctc International,7294
7295,"Nimrod House, Incorporated",7295
7296,Book Of The Month Club,7296
7297,Globe Pequot Press,7297
7298,Trade Life Books,7298
7299,Passport Pr Ltd,7299
7300,Rising Moon Books,7300
7301,Watch Me Grow Kids,7301
7302,Scholastic Inc. - School Market Edition,7302
7303,List Taschenbuchverlag,7303
7304,West Pub. Co,7304
7305,Hambledon &amp; London,7305
7306,Joy Publishing,7306
7307,Gordon Soules Book Publishers,7307
7308,Millivres Prowler Group,7308
7309,Cornell Univ East Asia Program,7309
7310,Banner Press,7310
7311,Marguerite Jones Utley,7311
7312,Occasional Productions,7312
7313,Alfranpedoc Publishing,7313
7314,Mho &amp; Mho Works,7314
7315,Koinonia House Inc,7315
7316,Southern Cross Press,7316
7317,Big Bean Publishing,7317
7318,Hushion House Publishing Ltd.,7318
7319,Coles Pub Group Ltd,7319
7320,Wordsworth,7320
7321,Griffin Pub,7321
7322,Willow Creek,7322
7323,Riverbank Press,7323
7324,toExcel,7324
7325,Father and Son Publishing,7325
7326,Virtual Publications,7326
7327,Haffman,7327
7328,Lo-Boy Golftoons North America,7328
7329,Chiropractic Journal,7329
7330,Calmann-LÃ?Â©vy,7330
7331,"Heyne, Mchn.",7331
7332,Junge Gemeinde,7332
7333,Wiley-IEEE Press,7333
7334,Twenty First Century Publishers Ltd,7334
7335,ICS Books,7335
7336,Pangaeus Press,7336
7337,St. Bebe's Publications,7337
7338,Poseidon Pubns,7338
7339,Van Nostrand,7339
7340,Hayden,7340
7341,SPCK (Society for Promoting Christian Knowledge),7341
7342,Frimousse,7342
7343,R. Piper,7343
7344,Zero to Ten,7344
7345,Keats Publishing,7345
7346,Day Dream Pub.,7346
7347,Shadowcrest Publications,7347
7348,ShadowCrest Publications,7348
7349,Veritcal,7349
7350,"Vertical, Inc.",7350
7351,Seven Springs Pr,7351
7352,Dilligaf Publishing,7352
7353,Michael Neugebauer Verlag,7353
7354,Howell Pr,7354
7355,Sharp &amp; Dunnigan Publications,7355
7356,William C. Brown,7356
7357,Natl Science Teachers Assn,7357
7358,Chapters Pub. Ltd.,7358
7359,Crystal Clarity Pubs,7359
7360,Trinity Press International,7360
7361,"Methuen Publishing, Ltd",7361
7362,Prentice Hall Europe (a Pearson Education company),7362
7363,Reader's Digest Children's Books,7363
7364,Write Stuff Enterprises,7364
7365,Holiday House (P),7365
7366,Hardscrabble Books,7366
7367,National Review,7367
7368,Tavistock Publications,7368
7369,MacMillan Kids,7369
7370,Southwood Books,7370
7371,Eggplant Pr,7371
7372,Pallachip Publishing,7372
7373,Edition Sigma Bohn,7373
7374,Portland Press (Wa),7374
7375,P. Reclam,7375
7376,Eulenspiegel,7376
7377,Stern-Verlag,7377
7378,Das Neue Berlin,7378
7379,Luchterhand,7379
7380,Pippin Pr,7380
7381,Georg,7381
7382,Thomson/Peterson's,7382
7383,Quiller Press Ltd,7383
7384,Ravette Books,7384
7385,Primedia,7385
7386,Barbed Wire Pub,7386
7387,Flibbertigibbet Promulgations,7387
7388,Amador Publishers,7388
7389,Warner Communications Company,7389
7390,Harlequin Romance,7390
7391,Innovative Cooking Enterprises,7391
7392,Farrar Strauss &amp; Giroux for SFBC,7392
7393,Willitts Designs Pub,7393
7394,Chronicle Books (J),7394
7395,ZON International Publishing,7395
7396,Acorn Publishing,7396
7397,Quell,7397
7398,Aussaat,7398
7399,"Aussaat-/Schriftenm., N.",7399
7400,Adams Media+corporation,7400
7401,Thorsons Pub,7401
7402,Siena Publishers Assoc,7402
7403,29th Street Press,7403
7404,Stanford Street Pr,7404
7405,Phillimore,7405
7406,Diadem Books,7406
7407,Bungalo Books,7407
7408,Sunporch Pub,7408
7409,Buntbuch-Verlag,7409
7410,Murray Print,7410
7411,Look Away Books,7411
7412,Bethany,7412
7413,Dreamworks Entertainment,7413
7414,Y W A M Pub,7414
7415,Zytglogge-Verlag,7415
7416,Wizard Works,7416
7417,Treewolf Productions,7417
7418,Garzanti Editore,7418
7419,Full Court Press,7419
7420,Surrey Books,7420
7421,Filipacchi Publishing,7421
7422,Roseart Publishing,7422
7423,Northland Books,7423
7424,Western Producer Prairie Books,7424
7425,Western Publishing co,7425
7426,"Western Publishing Company, Inc.",7426
7427,McGraw-Hill/TAB Electronics,7427
7428,Rowan Books,7428
7429,WestWind (Troll),7429
7430,EZ Cookin' Book Co,7430
7431,Penn Haus Press,7431
7432,Focus Publishing / R. Pullins &amp; Co,7432
7433,Corona Pub. Co,7433
7434,Solstice Pr,7434
7435,Univ Of Chicago Press,7435
7436,Daybreak Books,7436
7437,Polestar Book Publishers,7437
7438,Whole Person Associates,7438
7439,Star Root Pr,7439
7440,Lenos Verlag,7440
7441,Germania,7441
7442,"Western Star Publishing, LLC",7442
7443,Gill &amp; Macmillan,7443
7444,Appletree Press,7444
7445,Prion Books Ltd (formerly Multimedia Books Ltd),7445
7446,Heinemann Educational,7446
7447,TASCHEN America Llc,7447
7448,Scolastic-Tab,7448
7449,Amer Inst of Chemical Engineers,7449
7450,"Pioneer Communications Network, Inc.",7450
7451,Brandon/Mount Eagle,7451
7452,Self Counsel Press Inc,7452
7453,Zodiac Press,7453
7454,Terminal Fright,7454
7455,Ediciones 29,7455
7456,Alianza/Hernando,7456
7457,Glendambo Pub,7457
7458,Du Palemon,7458
7459,Permanent Pr Washington,7459
7460,Sal Terrae,7460
7461,Autumngold Pub.,7461
7462,Unknown,7462
7463,Commune-a-Key Pub.,7463
7464,Windtree Pub,7464
7465,Biscuit Tree Books,7465
7466,Rainbow Books,7466
7467,White Hat Communications,7467
7468,R &amp; E Publishers,7468
7469,Banner Pr,7469
7470,Pilgrim Pr,7470
7471,Fleet Publishers,7471
7472,St Martins Pr Special,7472
7473,North Winds Press,7473
7474,In conjunction with Children's Television Workshop,7474
7475,Chouette Editions,7475
7476,Michigan State Univ Pr,7476
7477,Willowisp Press,7477
7478,Distributed by Funk &amp; Wagnalls,7478
7479,Altitude Pub Canada Ltd,7479
7480,Vanwell Publishing,7480
7481,Parents Magazine Pr,7481
7482,Sewall Co,7482
7483,Pied Piper,7483
7484,GoodYear Books,7484
7485,Uphill Publishing Ltd.,7485
7486,"Scholium International, Inc.",7486
7487,Twin Sisters Productions,7487
7488,Madrigal Press,7488
7489,Sullivan &amp; Foster Pub,7489
7490,G. Tranchida,7490
7491,Jonathan Cape Ltd,7491
7492,Pelikan,7492
7493,Nexus (UK),7493
7494,Loewe,7494
7495,Freestone Publishing Company,7495
7496,Butterick Company,7496
7497,Momentum Books Ltd,7497
7498,Loompanics Unlimited,7498
7499,Algora Publishing,7499
7500,Dressler,7500
7501,W.C. Brown Co,7501
7502,Midwestern Guides,7502
7503,Ventana Pr,7503
7504,VanDam Inc.,7504
7505,Bell Springs Publishing,7505
7506,Tokuma Pub Co,7506
7507,Metro Books,7507
7508,Seven Bridges Pr Llc,7508
7509,Second Chance,7509
7510,Les Belles-lettres,7510
7511,New Dawn PR,7511
7512,Zimmermann-Neufang,7512
7513,Astrolog Publishing House,7513
7514,New Victoria Publishers,7514
7515,Tomus Verlag,7515
7516,DuMont-Schauberg,7516
7517,AthenÃ¤um-Verlag,7517
7518,Kindness,7518
7519,Silver Moon Books,7519
7520,RemArt Publishing,7520
7521,Ted Conferences,7521
7522,Salvo Press,7522
7523,Foundation for Traditional Studies,7523
7524,Text Publishing Company,7524
7525,Susan Tanner and Jillian Ball,7525
7526,Books on Tape; Inc,7526
7527,Primitive Graffiti Pubns,7527
7528,Lyle Stuart,7528
7529,David McKay Company Inc,7529
7530,Recorded Books Unabridged,7530
7531,White Houst Historical Association,7531
7532,Brimar Publishing Inc,7532
7533,Jonathan David Publishers,7533
7534,Oxford Paperbacks,7534
7535,Drake Publishers,7535
7536,Womans Inst Cont Jewish Educ,7536
7537,"Wildlife Education, Ltd.",7537
7538,Clymer Publications,7538
7539,Archedigm Publications,7539
7540,Novello,7540
7541,Tab Books,7541
7542,Arco Pub. Co,7542
7543,World Pub. Co,7543
7544,Word Entertainment Music,7544
7545,Adama Books,7545
7546,Penthouse Press,7546
7547,Unicorn Pub House,7547
7548,Mtwo Publishers,7548
7549,Wai yÃ¼ chiao hsÃ¼eh yÃ¼ yen chiu chÂ°u pan she,7549
7550,Z Fave,7550
7551,Nepotist Books,7551
7552,PAN Australia,7552
7553,Harvester Press,7553
7554,New Mouth from the Dirty South,7554
7555,Dandelion Press,7555
7556,"Cathie, Kyle Limited",7556
7557,Disney Pr (L),7557
7558,Active Synapse,7558
7559,Steele &amp; Steele,7559
7560,HillHouse Publishing,7560
7561,Sigourney Press,7561
7562,Dare Books,7562
7563,Robert Speller &amp; Sons,7563
7564,Welstar,7564
7565,Winston-Derek Publishers,7565
7566,D. Spears,7566
7567,Univ Pr of Kentucky,7567
7568,"Red-Letter Press, Inc.",7568
7569,Back to the Bible,7569
7570,"Evans, M. Co",7570
7571,Management Aspects,7571
7572,Judson Pr,7572
7573,Bradt Enterprises,7573
7574,Euphrosyne,7574
7575,Rourke Pub Group,7575
7576,Mason/Doyle Press,7576
7577,"Econ TB Vlg., MÃ?Â¼nchen",7577
7578,West Pub Co,7578
7579,Advocacy Press,7579
7580,The Mountaineers,7580
7581,Spizzirri Publishing Company,7581
7582,Pfeiffer &amp; Co,7582
7583,E. Elle,7583
7584,Marco Nardi,7584
7585,Self Realization Fellowship Pub,7585
7586,Knights Pr,7586
7587,Everyman Chess,7587
7588,New England Science Fiction Association,7588
7589,Commonwealth Publications,7589
7590,Torrey Pines Press,7590
7591,Random Library,7591
7592,Bart Books,7592
7593,Back Door Press,7593
7594,Counter-Force Press,7594
7595,Crime and Again Press,7595
7596,Sti Publishing,7596
7597,Heaven &amp; Earth Publishing,7597
7598,Baxter Press,7598
7599,Handprint Books,7599
7600,C. Bertelsmann,7600
7601,AM,7601
7602,Two Dot Books,7602
7603,Noray,7603
7604,Scarborough House,7604
7605,Gedisa Editorial,7605
7606,Black Library,7606
7607,"Anagrama, Editorial S.A.",7607
7608,"Paidc\s Iberica""",7608
7609,Desclee de Brouwer,7609
7610,Omega Publications (NY),7610
7611,Ramira Pub.,7611
7612,Shastar Press,7612
7613,Congdon &amp; Weed,7613
7614,Umbriel,7614
7615,Magi Publications,7615
7616,Macmillan Press,7616
7617,Blackstone Press Ltd,7617
7618,Sweet &amp; Maxwell Ltd,7618
7619,Human Resource Development Press,7619
7620,Evergreen Press (AL),7620
7621,Double Dragon Publishing,7621
7622,Pisces Books,7622
7623,Gray's Pub,7623
7624,Chicago Spectrum Press,7624
7625,Stillpoint Pub,7625
7626,Institute for Economic Democracy,7626
7627,Avon Springs Press,7627
7628,Christian Research,7628
7629,Greatestescapes.com,7629
7630,Dramatist's Play Service,7630
7631,"JayMar Services, LLC",7631
7632,Douglas Winter Numismatics Publishing,7632
7633,Herald Publishing House,7633
7634,Atlantida,7634
7635,Dissident Editions,7635
7636,Two Lane Press,7636
7637,Independence Press,7637
7638,Starlog,7638
7639,Walter Foster Pub,7639
7640,Addax Publishing Group,7640
7641,Collins Harvill,7641
7642,Ellipses Marketing,7642
7643,Sedgewood Press,7643
7644,W Cushing &amp; Co,7644
7645,"Penguin Books, Canada",7645
7646,Irwin Pub,7646
7647,Distributed by Random Century Group,7647
7648,Help Yourself,7648
7649,Rhinegold Publishing Ltd,7649
7650,Resource Publications (CA),7650
7651,Dummy Book Co,7651
7652,J.Gordon Shillingford Publishing,7652
7653,Daniel D. New,7653
7654,Malibu Consulting International,7654
7655,"Somerville House, USA",7655
7656,Agreka Tm Llc,7656
7657,Camden Court Pub Inc,7657
7658,Hatrack River,7658
7659,Foreword Press,7659
7660,Hallmark Press,7660
7661,Perseus Press,7661
7662,Brigham Distributing,7662
7663,MPP (Marjorie Poore Productions),7663
7664,Western Pub. Co. in conjunctions with Children's Television Workshop,7664
7665,D. J. Inkers,7665
7666,Probitas Press,7666
7667,Signet Historical Romance,7667
7668,Cosmos Books (NJ),7668
7669,Angel City Press,7669
7670,NP Financial Systems,7670
7671,Twin Eagles Publishing,7671
7672,Distributed by G. Allen,7672
7673,T. Nelson Pub,7673
7674,Esslinger Verlag Schreiber,7674
7675,FootHills Publishing,7675
7676,Reflecting Pond Publications,7676
7677,Behind The News Press,7677
7678,La Alameda Press,7678
7679,Clarity of Vision Publishing,7679
7680,High Country Publishers,7680
7681,Empowerment Technologies,7681
7682,Arizona Center for Medieval and Renaissance S,7682
7683,Pictorial Histories Publishing,7683
7684,Potomac Appalachian Trail Club,7684
7685,"Acamedia Press, a division of CareWise, Inc.",7685
7686,Tate Gallery Publishing Ltd,7686
7687,Silver Lake Publishing,7687
7688,Advice Press,7688
7689,Nash-Price Pub,7689
7690,Galaxy Press,7690
7691,Bored Feet Pubns,7691
7692,West Virginia University,7692
7693,Dorset Pub,7693
7694,Pinon Press,7694
7695,Doubleday Book &amp; Music Clubs,7695
7696,Red Hen Press,7696
7697,University Press of Florida,7697
7698,WordsWorth,7698
7699,Melville House Publishing,7699
7700,Empire Press,7700
7701,Paddington Press ; distributed by Grosset &amp; Dunlap,7701
7702,Doubleday Canada Ltd,7702
7703,Taylor &amp; Francis Inc,7703
7704,"Hay House, Inc.",7704
7705,Goodyear Pub. Co,7705
7706,Reiki Plus Publications,7706
7707,Davies-Black Pub,7707
7708,Andrews &amp; McMeel,7708
7709,"Impact Publishers, Inc.",7709
7710,Burns and MacEachern,7710
7711,Colour Energy Corporation,7711
7712,Prema Pr,7712
7713,Ein Ullstein Buch,7713
7714,Musk and Lipman Publishing,7714
7715,Gingko Press,7715
7716,Mike Brumfield,7716
7717,Northwest Publishing Inc.,7717
7718,G. Braziller,7718
7719,Distributed by Pocket Books,7719
7720,Yalebooks,7720
7721,Twin Palms Pub,7721
7722,U. Guanda,7722
7723,Gramercy Pub Co,7723
7724,"Wellton Enterprises, Incorporated",7724
7725,Fazi,7725
7726,Quiritta,7726
7727,Modern Pub,7727
7728,Unknown Truths.Com Pub Co,7728
7729,Penguin Poets,7729
7730,Nordic Knight Press,7730
7731,"Debt-Free &amp; Prosperous Living, Incorporated",7731
7732,Concept-Therapy Institute,7732
7733,Cantz Editions,7733
7734,ASQ Quality Press,7734
7735,Zebra Books/Kensington Publishing Corp.,7735
7736,Foundation for Religious Freedom,7736
7737,Combined Books,7737
7738,Critical Vision,7738
7739,Hands On Publishing,7739
7740,"Carcanet Press, Ltd.",7740
7741,Authentic Media,7741
7742,Thieme Medical Publishers,7742
7743,Orpheus Pubns,7743
7744,Stirling Council Libraries,7744
7745,Archive Press,7745
7746,Trumpet Book Club,7746
7747,Letter Perfect,7747
7748,Rex,7748
7749,Hans Erpf,7749
7750,Rama Publishing Company,7750
7751,"distribuidor, Espasa-Calpe]",7751
7752,Creative Bound,7752
7753,Amadon Publishing,7753
7754,Echelon Press,7754
7755,C. Hanser,7755
7756,Houtekiet,7756
7757,Deadly Alibi Press Ltd.,7757
7758,Channel 4 books,7758
7759,Parragon,7759
7760,Marlor Press Inc.,7760
7761,G. Allen &amp; Unwin,7761
7762,J.G. Ferguson Pub. Co,7762
7763,Distributed by Doubleday,7763
7764,Carlton,7764
7765,Sutton Publishing Ltd,7765
7766,Quill Driver Books,7766
7767,Sunset Publishing,7767
7768,Weidenfeld Nicolson Ltd,7768
7769,The Richard Simmons Living Trust,7769
7770,In Your Kitchen Books,7770
7771,Star Song Communications Group,7771
7772,First Books Inc,7772
7773,Multnomah Portland Oregon,7773
7774,ASA,7774
7775,[EdiÃ§Ãµes ASA],7775
7776,Humanoids Incorporated,7776
7777,Heavy Metal Magazine,7777
7778,"Sage Publications India Pvt., Ltd.",7778
7779,7 i Mig Editorial,7779
7780,Gallup Press,7780
7781,Syren Book Co,7781
7782,Pza Pub.,7782
7783,Otto Penzler Books,7783
7784,Omnibus,7784
7785,Presses du ChÃ?Â¢telet,7785
7786,"Rawson, Wade Publishers",7786
7787,Allison Busby,7787
7788,Temas da Actualidade,7788
7789,Park Press,7789
7790,Thunderbird Pr,7790
7791,St. Joseph's Catholic Church,7791
7792,Wings ePress,7792
7793,Q V C Publishing,7793
7794,O'Neil Publishing,7794
7795,Editorial Moll,7795
7796,Desnivel,7796
7797,Hurtig,7797
7798,Creation House Press,7798
7799,Wheeler Pub Inc,7799
7800,Warner Books/Walk Worthy Press,7800
7801,Hari-Nama Press,7801
7802,Kingsway Communications,7802
7803,Drag City,7803
7804,Life Support System Publishing,7804
7805,Bridgecity Books,7805
7806,SFBC Science Fiction,7806
7807,Onjinjinkta Publishing,7807
7808,Streams Publications,7808
7809,International Network Training Institute (INT,7809
7810,Madinah Publishers and Distributors,7810
7811,Royal Priest Research Press,7811
7812,Graham Brash,7812
7813,Voyageur Pub,7813
7814,Deutscher Taschenbuch-Verlag,7814
7815,Dereta,7815
7816,Abingdon,7816
7817,Droste,7817
7818,Eden Press,7818
7819,The Playful Publisher,7819
7820,Semiotext(e),7820
7821,Checkmark Books,7821
7822,Eos (Trade),7822
7823,Storypeople,7823
7824,Tyndale House,7824
7825,Armchair Press,7825
7826,Hunter House,7826
7827,Barnes &amp; Nobles Books,7827
7828,Apple/Scholastic,7828
7829,Campus Fachbuch,7829
7830,Marsh Creek Press,7830
7831,Willowisp Press Inc,7831
7832,Windsor Oak Publishing,7832
7833,SOM Publishing,7833
7834,S O M Pub &amp; Production,7834
7835,Frederick Ungar Publishing Co,7835
7836,Cisco Systems,7836
7837,Project Management Institute,7837
7838,Yourdon Press,7838
7839,ExPress,7839
7840,Wieser Educational,7840
7841,Barnes and Noble Inc,7841
7842,Frederick Fell Trade,7842
7843,Park Avenue Publishers (OK),7843
7844,Webster's Dictionary,7844
7845,Ottenheimer Publ. Co.,7845
7846,Garrard Pub. Co,7846
7847,Signet / New American Library / New York,7847
7848,Alpha Omega Dental Fraternity,7848
7849,Alba Editorial,7849
7850,Amer Opinion Book Services,7850
7851,Rawhide Western Publishing,7851
7852,Papier-MachÃ© Press,7852
7853,Ian Allan Publishing Ltd,7853
7854,Self-Realization Fellowship Publishers,7854
7855,Meredith Corp,7855
7856,Cachuma Pr,7856
7857,Gurze Books,7857
7858,los JET de plaza &amp; janes,7858
7859,E.M.E.S.A,7859
7860,"Huber, Bern",7860
7861,Meteor,7861
7862,Nouvelles editions africaines,7862
7863,L'Age d'homme,7863
7864,Ballantine Publishing Group,7864
7865,"Langenscheidt, Mchn.",7865
7866,Howard Univ Pr,7866
7867,Authorlink,7867
7868,Seuil French,7868
7869,Zytglogge Verlag,7869
7870,Wissenschaftliche Verlagsgesellschaft,7870
7871,Cornelsen Lehrbuch,7871
7872,S Karger Pub,7872
7873,"Modernes Lernen, Dortmund",7873
7874,Orell FÃ?Â¼ssli,7874
7875,Bucher,7875
7876,BeltzPVU,7876
7877,"Schattauer, F.K. Verlag",7877
7878,Compact,7878
7879,Wissenschaftliche Verlagsges.,7879
7880,Kendall/Hunt Publishing Company,7880
7881,"Eichborn Vlg., Ffm.",7881
7882,Springer Verlag,7882
7883,Klett-Cotta /J. G. Cotta'sche Buchhandlung Nachfo,7883
7884,At-Verlag,7884
7885,Dr. Th. Gabler Verlag,7885
7886,"Hain, Berlin",7886
7887,Kremayr &amp; Scheriau,7887
7888,Westwinds Press,7888
7889,Kreuz,7889
7890,Springer Verlag Wien,7890
7891,Kali for Women,7891
7892,United Nations Educational Scientific and Cultural Organization (UNESCO),7892
7893,Permanent Black,7893
7894,Falcon Press Publishing Co.,7894
7895,Crazyhorse Press,7895
7896,Querverlag,7896
7897,B. WahlstrÃ¶m,7897
7898,Cheng &amp; Tsui,7898
7899,Arche,7899
7900,"Hirzel, Stuttgart",7900
7901,American Foundation for AIDS Alternatives,7901
7902,Nicholas Brealey,7902
7903,Michael Kesend Pub Ltd,7903
7904,Penquin Putnam Inc,7904
7905,Thienemann,7905
7906,BÃ¶hlau,7906
7907,Frauenoffensive,7907
7908,L'Harmattan,7908
7909,Wellfleet Press,7909
7910,M. Muntinga,7910
7911,Spring Audio &amp; Journal,7911
7912,"RosettaBooks, LLC",7912
7913,New York Graphic Society Books,7913
7914,Sidgwich Jackson Ltd,7914
7915,Avon/Books,7915
7916,RSB Books,7916
7917,Porto Editora,7917
7918,Texto Editora,7918
7919,Ocean Press,7919
7920,Posterity Press (MD),7920
7921,Magic Attic,7921
7922,Carson Dellosa Pub Co Inc,7922
7923,W E L S Board for Parish Education,7923
7924,"Paidc\s Argentina""",7924
7925,Lionhearted Publishing,7925
7926,Infobooks,7926
7927,Enchante Publishing,7927
7928,Charles River Books,7928
7929,Jordan,7929
7930,Playhouse Pub Inc,7930
7931,Baker &amp; Taylor Video,7931
7932,Aguilar Altea Taurus Alfaguara S.A.,7932
7933,Review and Herald Publishing Association,7933
7934,Editorial Argos Vergara,7934
7935,Stationery Office Books,7935
7936,Sotelo Blanco,7936
7937,Davis Publications,7937
7938,Carol Pub Grp/kensington,7938
7939,Debolsillo,7939
7940,Copernic,7940
7941,Threshold,7941
7942,Vents d'Ouest,7942
7943,Codex,7943
7944,American Enterprise Institute Press,7944
7945,Dorling Kindersley Family Library,7945
7946,V/Search,7946
7947,Quick American Archives,7947
7948,The Berkely Publishing Company,7948
7949,Reprint Services Corp,7949
7950,Frank Cass Publishers,7950
7951,Sangam Books,7951
7952,Biblioteca del Vascello,7952
7953,EdiÃ§Ãµes Colibri,7953
7954,Science and Encyclopedia Publishers,7954
7955,Michelin Travel Pubns,7955
7956,Michelin,7956
7957,Editora Guanabara,7957
7958,PublicaÃ§Ãµes Europa-AmÃ©rica,7958
7959,PublicaÃ§Ãµes Europa AmÃ©rica,7959
7960,Oval Books,7960
7961,MO Books,7961
7962,Saltire Publications,7962
7963,Volk &amp; Welt,7963
7964,Serie Piper,7964
7965,Canongate Press,7965
7966,Alvarellos,7966
7967,Blackstaff Press,7967
7968,"Editions Hatier, S.A.",7968
7969,La Voz de Galicia,7969
7970,Bagheera,7970
7971,Blake et Mortimer,7971
7972,PageTurner,7972
7973,XAOX,7973
7974,Shi ying chu ban she,7974
7975,Les HumanoÃ?Â¯des AssociÃ?Â©s,7975
7976,Humanoids Publishing,7976
7977,Xylophone Books,7977
7978,Stevens Publishing,7978
7979,Sine Wave Press,7979
7980,Bvd Publishing,7980
7981,"Terra, Izdatel'skij centr - Izdatel'stvo Azbu",7981
7982,Forbes Inc,7982
7983,Pilgrims' Process,7983
7984,Gateway,7984
7985,Fontana/Collins,7985
7986,Distributed in the United States of America by Longman Pub,7986
7987,IMAGE,7987
7988,Mountain House Pr,7988
7989,Christian Heritage Pubns,7989
7990,Victory Books,7990
7991,Jove Publications,7991
7992,Health Media of America,7992
7993,Walterick Pub,7993
7994,Art Data,7994
7995,Kodansha,7995
7996,"Harvest House Publishers, Inc.",7996
7997,Bridge Publications Inc,7997
7998,Kelsey Street Press,7998
7999,Inspirational Press (NY),7999
8000,Good Guy Entertainment,8000
8001,Collage,8001
8002,Cooper Square Press,8002
8003,Independent Innkeepers' Association,8003
8004,Siloam Press,8004
8005,Guild America Books,8005
8006,Chick Springs Publishing,8006
8007,Audio Entertainment,8007
8008,Trout Lily,8008
8009,John Benton Books,8009
8010,Capra Press,8010
8011,Major Books,8011
8012,Green Frog Publishers,8012
8013,Laurel Pr,8013
8014,Bonneville Books,8014
8015,New Leaf Press (AR),8015
8016,Kelly Press,8016
8017,Carol Pub. Corp.,8017
8018,Madrona Pub,8018
8019,Upstart Pub,8019
8020,Japan Travel Bureau,8020
8021,Professional Books/Future Health,8021
